composite_rank,ligand,composite_score,best_score,mean_score,score_std,seed_count,consistent,initial_refinement_rank,best_seed,best_run_json,best_output_pdbqt
72,009235_decoy_9500_decoy_09500,14.347,-10.650,-10.577,0.054,3,True,81,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009235_decoy_9500_decoy_09500/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009235_decoy_9500_decoy_09500/seed-2/009235_decoy_9500_decoy_09500_docked.pdbqt
73,016484_decoy_17567_decoy_17567,14.346,-10.570,-10.553,0.012,3,True,80,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016484_decoy_17567_decoy_17567/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016484_decoy_17567_decoy_17567/seed-3/016484_decoy_17567_decoy_17567_docked.pdbqt
74,018371_decoy_19703_decoy_19703,14.334,-10.560,-10.543,0.012,3,True,79,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018371_decoy_19703_decoy_19703/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018371_decoy_19703_decoy_19703/seed-3/018371_decoy_19703_decoy_19703_docked.pdbqt
75,016984_decoy_18083_decoy_18083,14.332,-10.590,-10.557,0.034,3,True,85,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016984_decoy_18083_decoy_18083/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016984_decoy_18083_decoy_18083/seed-2/016984_decoy_18083_decoy_18083_docked.pdbqt
76,014679_decoy_15484_decoy_15484,14.322,-10.560,-10.537,0.017,3,True,78,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014679_decoy_15484_decoy_15484/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014679_decoy_15484_decoy_15484/seed-3/014679_decoy_15484_decoy_15484_docked.pdbqt
77,013998_decoy_14621_decoy_14621,14.301,-10.520,-10.513,0.005,3,True,83,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013998_decoy_14621_decoy_14621/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013998_decoy_14621_decoy_14621/seed-3/013998_decoy_14621_decoy_14621_docked.pdbqt
78,016565_decoy_17657_decoy_17657,14.297,-10.550,-10.523,0.025,3,True,91,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016565_decoy_17657_decoy_17657/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016565_decoy_17657_decoy_17657/seed-2/016565_decoy_17657_decoy_17657_docked.pdbqt
79,022730_decoy_24643_decoy_24643,14.295,-10.530,-10.513,0.012,3,True,89,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022730_decoy_24643_decoy_24643/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022730_decoy_24643_decoy_24643/seed-3/022730_decoy_24643_decoy_24643_docked.pdbqt
80,015827_decoy_16873_decoy_16873,14.291,-10.510,-10.507,0.005,3,True,84,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015827_decoy_16873_decoy_16873/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015827_decoy_16873_decoy_16873/seed-2/015827_decoy_16873_decoy_16873_docked.pdbqt
81,011836_decoy_12361_decoy_12361,14.275,-10.500,-10.493,0.005,3,True,90,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011836_decoy_12361_decoy_12361/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011836_decoy_12361_decoy_12361/seed-2/011836_decoy_12361_decoy_12361_docked.pdbqt
82,021701_decoy_23512_decoy_23512,14.262,-10.490,-10.483,0.005,3,True,95,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021701_decoy_23512_decoy_23512/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021701_decoy_23512_decoy_23512/seed-3/021701_decoy_23512_decoy_23512_docked.pdbqt
83,022750_decoy_24664_decoy_24664,14.260,-10.500,-10.487,0.012,3,True,93,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022750_decoy_24664_decoy_24664/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022750_decoy_24664_decoy_24664/seed-3/022750_decoy_24664_decoy_24664_docked.pdbqt
84,022699_decoy_24612_decoy_24612,14.260,-10.500,-10.487,0.012,3,True,92,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022699_decoy_24612_decoy_24612/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022699_decoy_24612_decoy_24612/seed-3/022699_decoy_24612_decoy_24612_docked.pdbqt
85,017221_decoy_18340_decoy_18340,14.257,-10.500,-10.483,0.012,3,True,86,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017221_decoy_18340_decoy_18340/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017221_decoy_18340_decoy_18340/seed-1/017221_decoy_18340_decoy_18340_docked.pdbqt
86,017254_decoy_18373_decoy_18373,14.254,-10.500,-10.487,0.019,3,True,88,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017254_decoy_18373_decoy_18373/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017254_decoy_18373_decoy_18373/seed-1/017254_decoy_18373_decoy_18373_docked.pdbqt
87,021330_decoy_23081_decoy_23081,14.236,-10.670,-10.513,0.111,3,True,60,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021330_decoy_23081_decoy_23081/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021330_decoy_23081_decoy_23081/seed-1/021330_decoy_23081_decoy_23081_docked.pdbqt
88,008983_decoy_9229_decoy_09229,14.231,-10.480,-10.463,0.012,3,True,99,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008983_decoy_9229_decoy_09229/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008983_decoy_9229_decoy_09229/seed-2/008983_decoy_9229_decoy_09229_docked.pdbqt
89,022262_decoy_24164_decoy_24164,14.223,-10.450,-10.450,0.000,3,True,100,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022262_decoy_24164_decoy_24164/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022262_decoy_24164_decoy_24164/seed-1/022262_decoy_24164_decoy_24164_docked.pdbqt
90,000265_active_0319_active_00319,14.209,-10.490,-10.453,0.029,3,True,87,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000265_active_0319_active_00319/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000265_active_0319_active_00319/seed-2/000265_active_0319_active_00319_docked.pdbqt
91,016501_decoy_17589_decoy_17589,14.207,-10.530,-10.463,0.048,3,True,111,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016501_decoy_17589_decoy_17589/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016501_decoy_17589_decoy_17589/seed-3/016501_decoy_17589_decoy_17589_docked.pdbqt
92,013567_decoy_14166_decoy_14166,14.204,-10.450,-10.440,0.008,3,True,103,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013567_decoy_14166_decoy_14166/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013567_decoy_14166_decoy_14166/seed-2/013567_decoy_14166_decoy_14166_docked.pdbqt
93,013574_decoy_14173_decoy_14173,14.202,-10.470,-10.443,0.019,3,True,105,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013574_decoy_14173_decoy_14173/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013574_decoy_14173_decoy_14173/seed-2/013574_decoy_14173_decoy_14173_docked.pdbqt
94,023808_decoy_25862_decoy_25862,14.199,-10.450,-10.437,0.009,3,True,109,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023808_decoy_25862_decoy_25862/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023808_decoy_25862_decoy_25862/seed-3/023808_decoy_25862_decoy_25862_docked.pdbqt
95,005389_decoy_5410_decoy_05410,14.194,-10.440,-10.433,0.009,3,True,101,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005389_decoy_5410_decoy_05410/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005389_decoy_5410_decoy_05410/seed-1/005389_decoy_5410_decoy_05410_docked.pdbqt
96,017739_decoy_18901_decoy_18901,14.183,-10.600,-10.487,0.114,3,True,94,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017739_decoy_18901_decoy_18901/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017739_decoy_18901_decoy_18901/seed-1/017739_decoy_18901_decoy_18901_docked.pdbqt
97,015411_decoy_16391_decoy_16391,14.173,-10.440,-10.420,0.016,3,True,113,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015411_decoy_16391_decoy_16391/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015411_decoy_16391_decoy_16391/seed-2/015411_decoy_16391_decoy_16391_docked.pdbqt
98,014374_decoy_15169_decoy_15169,14.168,-10.430,-10.413,0.012,3,True,106,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014374_decoy_15169_decoy_15169/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014374_decoy_15169_decoy_15169/seed-1/014374_decoy_15169_decoy_15169_docked.pdbqt
99,017826_decoy_19043_decoy_19043,14.167,-10.470,-10.427,0.037,3,True,107,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017826_decoy_19043_decoy_19043/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017826_decoy_19043_decoy_19043/seed-3/017826_decoy_19043_decoy_19043_docked.pdbqt
100,023382_decoy_25365_decoy_25365,14.166,-10.540,-10.460,0.086,3,True,137,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023382_decoy_25365_decoy_25365/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023382_decoy_25365_decoy_25365/seed-3/023382_decoy_25365_decoy_25365_docked.pdbqt
101,023335_decoy_25318_decoy_25318,14.159,-10.400,-10.400,0.000,3,True,115,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023335_decoy_25318_decoy_25318/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023335_decoy_25318_decoy_25318/seed-2/023335_decoy_25318_decoy_25318_docked.pdbqt
102,023294_decoy_25277_decoy_25277,14.159,-10.400,-10.400,0.000,3,True,116,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023294_decoy_25277_decoy_25277/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023294_decoy_25277_decoy_25277/seed-2/023294_decoy_25277_decoy_25277_docked.pdbqt
103,013604_decoy_14203_decoy_14203,14.158,-10.440,-10.410,0.022,3,True,104,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013604_decoy_14203_decoy_14203/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013604_decoy_14203_decoy_14203/seed-3/013604_decoy_14203_decoy_14203_docked.pdbqt
104,021021_decoy_22743_decoy_22743,14.155,-10.430,-10.410,0.022,3,True,108,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021021_decoy_22743_decoy_22743/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021021_decoy_22743_decoy_22743/seed-1/021021_decoy_22743_decoy_22743_docked.pdbqt
105,017250_decoy_18369_decoy_18369,14.148,-10.410,-10.397,0.009,3,True,118,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017250_decoy_18369_decoy_18369/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017250_decoy_18369_decoy_18369/seed-2/017250_decoy_18369_decoy_18369_docked.pdbqt
106,000130_active_0152_active_00152,14.146,-10.390,-10.390,0.000,3,True,119,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000130_active_0152_active_00152/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000130_active_0152_active_00152/seed-1/000130_active_0152_active_00152_docked.pdbqt
107,012339_decoy_12887_decoy_12887,14.146,-10.390,-10.390,0.000,3,True,117,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012339_decoy_12887_decoy_12887/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012339_decoy_12887_decoy_12887/seed-1/012339_decoy_12887_decoy_12887_docked.pdbqt
108,023800_decoy_25854_decoy_25854,14.135,-10.410,-10.390,0.016,3,True,112,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023800_decoy_25854_decoy_25854/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023800_decoy_25854_decoy_25854/seed-1/023800_decoy_25854_decoy_25854_docked.pdbqt
109,008998_decoy_9244_decoy_09244,14.132,-10.400,-10.387,0.009,3,True,222,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008998_decoy_9244_decoy_09244/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008998_decoy_9244_decoy_09244/seed-2/008998_decoy_9244_decoy_09244_docked.pdbqt
110,006038_decoy_6096_decoy_06096,14.129,-10.460,-10.403,0.049,3,True,97,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006038_decoy_6096_decoy_06096/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006038_decoy_6096_decoy_06096/seed-1/006038_decoy_6096_decoy_06096_docked.pdbqt
111,022816_decoy_24731_decoy_24731,14.129,-10.390,-10.383,0.009,3,True,125,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022816_decoy_24731_decoy_24731/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022816_decoy_24731_decoy_24731/seed-2/022816_decoy_24731_decoy_24731_docked.pdbqt
112,009601_decoy_9898_decoy_09898,14.126,-10.430,-10.390,0.029,3,True,127,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009601_decoy_9898_decoy_09898/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009601_decoy_9898_decoy_09898/seed-3/009601_decoy_9898_decoy_09898_docked.pdbqt
113,000111_active_0129_active_00129,14.125,-10.510,-10.410,0.075,3,True,82,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000111_active_0129_active_00129/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000111_active_0129_active_00129/seed-1/000111_active_0129_active_00129_docked.pdbqt
114,010614_decoy_11115_decoy_11115,14.125,-10.380,-10.377,0.005,3,True,120,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010614_decoy_11115_decoy_11115/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010614_decoy_11115_decoy_11115/seed-1/010614_decoy_11115_decoy_11115_docked.pdbqt
115,018810_decoy_20214_decoy_20214,14.122,-10.400,-10.380,0.016,3,True,114,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018810_decoy_20214_decoy_20214/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018810_decoy_20214_decoy_20214/seed-1/018810_decoy_20214_decoy_20214_docked.pdbqt
116,022623_decoy_24534_decoy_24534,14.117,-10.380,-10.373,0.009,3,True,122,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022623_decoy_24534_decoy_24534/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022623_decoy_24534_decoy_24534/seed-3/022623_decoy_24534_decoy_24534_docked.pdbqt
117,000099_active_0117_active_00117,14.116,-10.390,-10.373,0.012,3,True,123,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000099_active_0117_active_00117/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000099_active_0117_active_00117/seed-2/000099_active_0117_active_00117_docked.pdbqt
118,008646_decoy_8837_decoy_08837,14.112,-10.460,-10.403,0.066,3,True,102,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008646_decoy_8837_decoy_08837/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008646_decoy_8837_decoy_08837/seed-2/008646_decoy_8837_decoy_08837_docked.pdbqt
119,001345_decoy_0766_decoy_00766,14.102,-10.370,-10.360,0.008,3,True,135,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001345_decoy_0766_decoy_00766/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001345_decoy_0766_decoy_00766/seed-2/001345_decoy_0766_decoy_00766_docked.pdbqt
120,017015_decoy_18121_decoy_18121,14.099,-10.360,-10.357,0.005,3,True,133,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017015_decoy_18121_decoy_18121/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017015_decoy_18121_decoy_18121/seed-3/017015_decoy_18121_decoy_18121_docked.pdbqt
121,013230_decoy_13825_decoy_13825,14.083,-10.370,-10.350,0.016,3,True,145,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013230_decoy_13825_decoy_13825/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013230_decoy_13825_decoy_13825/seed-3/013230_decoy_13825_decoy_13825_docked.pdbqt
122,016512_decoy_17601_decoy_17601,14.080,-10.370,-10.347,0.017,3,True,124,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016512_decoy_17601_decoy_17601/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016512_decoy_17601_decoy_17601/seed-1/016512_decoy_17601_decoy_17601_docked.pdbqt
123,022902_decoy_24822_decoy_24822,14.079,-10.370,-10.350,0.022,3,True,130,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022902_decoy_24822_decoy_24822/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022902_decoy_24822_decoy_24822/seed-2/022902_decoy_24822_decoy_24822_docked.pdbqt
124,010617_decoy_11118_decoy_11118,14.078,-10.360,-10.343,0.012,3,True,141,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010617_decoy_11118_decoy_11118/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010617_decoy_11118_decoy_11118/seed-3/010617_decoy_11118_decoy_11118_docked.pdbqt
125,008176_decoy_8329_decoy_08329,14.072,-10.360,-10.340,0.016,3,True,126,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008176_decoy_8329_decoy_08329/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008176_decoy_8329_decoy_08329/seed-1/008176_decoy_8329_decoy_08329_docked.pdbqt
126,000603_active_0705_active_00705,14.071,-10.340,-10.333,0.005,3,True,138,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000603_active_0705_active_00705/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000603_active_0705_active_00705/seed-2/000603_active_0705_active_00705_docked.pdbqt
127,005162_decoy_5174_decoy_05174,14.067,-10.380,-10.343,0.029,3,True,136,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005162_decoy_5174_decoy_05174/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005162_decoy_5174_decoy_05174/seed-2/005162_decoy_5174_decoy_05174_docked.pdbqt
128,015312_decoy_16284_decoy_16284,14.065,-10.380,-10.340,0.028,3,True,121,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015312_decoy_16284_decoy_16284/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015312_decoy_16284_decoy_16284/seed-1/015312_decoy_16284_decoy_16284_docked.pdbqt
129,018937_decoy_20435_decoy_20435,14.064,-10.340,-10.330,0.008,3,True,134,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018937_decoy_20435_decoy_20435/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018937_decoy_20435_decoy_20435/seed-3/018937_decoy_20435_decoy_20435_docked.pdbqt
130,022544_decoy_24455_decoy_24455,14.061,-10.370,-10.337,0.025,3,True,143,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022544_decoy_24455_decoy_24455/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022544_decoy_24455_decoy_24455/seed-2/022544_decoy_24455_decoy_24455_docked.pdbqt
131,009017_decoy_9263_decoy_09263,14.061,-10.350,-10.333,0.017,3,True,147,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009017_decoy_9263_decoy_09263/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009017_decoy_9263_decoy_09263/seed-2/009017_decoy_9263_decoy_09263_docked.pdbqt
132,012496_decoy_13065_decoy_13065,14.058,-10.360,-10.337,0.026,3,True,132,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012496_decoy_13065_decoy_13065/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012496_decoy_13065_decoy_13065/seed-2/012496_decoy_13065_decoy_13065_docked.pdbqt
133,003812_decoy_3509_decoy_03509,14.058,-10.330,-10.323,0.005,3,True,144,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003812_decoy_3509_decoy_03509/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003812_decoy_3509_decoy_03509/seed-2/003812_decoy_3509_decoy_03509_docked.pdbqt
134,009022_decoy_9268_decoy_09268,14.051,-10.350,-10.327,0.021,3,True,140,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009022_decoy_9268_decoy_09268/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009022_decoy_9268_decoy_09268/seed-3/009022_decoy_9268_decoy_09268_docked.pdbqt
135,011990_decoy_12519_decoy_12519,14.048,-10.340,-10.320,0.014,3,True,149,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011990_decoy_12519_decoy_12519/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011990_decoy_12519_decoy_12519/seed-1/011990_decoy_12519_decoy_12519_docked.pdbqt
136,018906_decoy_20396_decoy_20396,14.035,-10.330,-10.310,0.014,3,True,154,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018906_decoy_20396_decoy_20396/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018906_decoy_20396_decoy_20396/seed-3/018906_decoy_20396_decoy_20396_docked.pdbqt
137,022804_decoy_24719_decoy_24719,14.031,-10.320,-10.307,0.012,3,True,146,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022804_decoy_24719_decoy_24719/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022804_decoy_24719_decoy_24719/seed-1/022804_decoy_24719_decoy_24719_docked.pdbqt
138,009214_decoy_9479_decoy_09479,14.023,-10.300,-10.297,0.005,3,True,160,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009214_decoy_9479_decoy_09479/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009214_decoy_9479_decoy_09479/seed-3/009214_decoy_9479_decoy_09479_docked.pdbqt
139,008103_decoy_8256_decoy_08256,14.021,-10.310,-10.297,0.009,3,True,158,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008103_decoy_8256_decoy_08256/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008103_decoy_8256_decoy_08256/seed-2/008103_decoy_8256_decoy_08256_docked.pdbqt
140,017604_decoy_18765_decoy_18765,14.015,-10.330,-10.300,0.024,3,True,152,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017604_decoy_18765_decoy_18765/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017604_decoy_18765_decoy_18765/seed-3/017604_decoy_18765_decoy_18765_docked.pdbqt
141,007878_decoy_8017_decoy_08017,14.013,-10.340,-10.300,0.028,3,True,163,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/007878_decoy_8017_decoy_08017/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/007878_decoy_8017_decoy_08017/seed-3/007878_decoy_8017_decoy_08017_docked.pdbqt
