ligand,best_score,receptor_pdbqt,ligand_pdbqt,output_pdbqt,binding_site_method,binding_site_residues,center_x,center_y,center_z,size_x,size_y,size_z,exhaustiveness,num_modes,cpu,seed,run_json
005389_decoy_5410_decoy_05410,-10.420,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/005389_decoy_5410_decoy_05410.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005389_decoy_5410_decoy_05410/seed-2/005389_decoy_5410_decoy_05410_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005389_decoy_5410_decoy_05410/seed-2/vina_run.json
021021_decoy_22743_decoy_22743,-10.420,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/021021_decoy_22743_decoy_22743.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021021_decoy_22743_decoy_22743/seed-2/021021_decoy_22743_decoy_22743_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021021_decoy_22743_decoy_22743/seed-2/vina_run.json
015411_decoy_16391_decoy_16391,-10.420,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/015411_decoy_16391_decoy_16391.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015411_decoy_16391_decoy_16391/seed-3/015411_decoy_16391_decoy_16391_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015411_decoy_16391_decoy_16391/seed-3/vina_run.json
023622_decoy_25639_decoy_25639,-10.420,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023622_decoy_25639_decoy_25639.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023622_decoy_25639_decoy_25639/seed-3/023622_decoy_25639_decoy_25639_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023622_decoy_25639_decoy_25639/seed-3/vina_run.json
006038_decoy_6096_decoy_06096,-10.410,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/006038_decoy_6096_decoy_06096.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006038_decoy_6096_decoy_06096/seed-3/006038_decoy_6096_decoy_06096_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006038_decoy_6096_decoy_06096/seed-3/vina_run.json
014374_decoy_15169_decoy_15169,-10.410,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/014374_decoy_15169_decoy_15169.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014374_decoy_15169_decoy_15169/seed-2/014374_decoy_15169_decoy_15169_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014374_decoy_15169_decoy_15169/seed-2/vina_run.json
023800_decoy_25854_decoy_25854,-10.410,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023800_decoy_25854_decoy_25854.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023800_decoy_25854_decoy_25854/seed-1/023800_decoy_25854_decoy_25854_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023800_decoy_25854_decoy_25854/seed-1/vina_run.json
017250_decoy_18369_decoy_18369,-10.410,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/017250_decoy_18369_decoy_18369.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017250_decoy_18369_decoy_18369/seed-2/017250_decoy_18369_decoy_18369_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017250_decoy_18369_decoy_18369/seed-2/vina_run.json
004525_decoy_4471_decoy_04471,-10.410,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/004525_decoy_4471_decoy_04471.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004525_decoy_4471_decoy_04471/seed-3/004525_decoy_4471_decoy_04471_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004525_decoy_4471_decoy_04471/seed-3/vina_run.json
014374_decoy_15169_decoy_15169,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/014374_decoy_15169_decoy_15169.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014374_decoy_15169_decoy_15169/seed-3/014374_decoy_15169_decoy_15169_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014374_decoy_15169_decoy_15169/seed-3/vina_run.json
013604_decoy_14203_decoy_14203,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/013604_decoy_14203_decoy_14203.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013604_decoy_14203_decoy_14203/seed-1/013604_decoy_14203_decoy_14203_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013604_decoy_14203_decoy_14203/seed-1/vina_run.json
023335_decoy_25318_decoy_25318,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023335_decoy_25318_decoy_25318.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023335_decoy_25318_decoy_25318/seed-2/023335_decoy_25318_decoy_25318_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023335_decoy_25318_decoy_25318/seed-2/vina_run.json
023335_decoy_25318_decoy_25318,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023335_decoy_25318_decoy_25318.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023335_decoy_25318_decoy_25318/seed-3/023335_decoy_25318_decoy_25318_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023335_decoy_25318_decoy_25318/seed-3/vina_run.json
023335_decoy_25318_decoy_25318,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023335_decoy_25318_decoy_25318.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023335_decoy_25318_decoy_25318/seed-1/023335_decoy_25318_decoy_25318_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023335_decoy_25318_decoy_25318/seed-1/vina_run.json
015411_decoy_16391_decoy_16391,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/015411_decoy_16391_decoy_16391.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015411_decoy_16391_decoy_16391/seed-1/015411_decoy_16391_decoy_16391_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015411_decoy_16391_decoy_16391/seed-1/vina_run.json
023294_decoy_25277_decoy_25277,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023294_decoy_25277_decoy_25277.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023294_decoy_25277_decoy_25277/seed-2/023294_decoy_25277_decoy_25277_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023294_decoy_25277_decoy_25277/seed-2/vina_run.json
023294_decoy_25277_decoy_25277,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023294_decoy_25277_decoy_25277.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023294_decoy_25277_decoy_25277/seed-3/023294_decoy_25277_decoy_25277_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023294_decoy_25277_decoy_25277/seed-3/vina_run.json
023294_decoy_25277_decoy_25277,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023294_decoy_25277_decoy_25277.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023294_decoy_25277_decoy_25277/seed-1/023294_decoy_25277_decoy_25277_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023294_decoy_25277_decoy_25277/seed-1/vina_run.json
018810_decoy_20214_decoy_20214,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/018810_decoy_20214_decoy_20214.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018810_decoy_20214_decoy_20214/seed-1/018810_decoy_20214_decoy_20214_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018810_decoy_20214_decoy_20214/seed-1/vina_run.json
008998_decoy_9244_decoy_09244,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/008998_decoy_9244_decoy_09244.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008998_decoy_9244_decoy_09244/seed-2/008998_decoy_9244_decoy_09244_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008998_decoy_9244_decoy_09244/seed-2/vina_run.json
023622_decoy_25639_decoy_25639,-10.400,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023622_decoy_25639_decoy_25639.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023622_decoy_25639_decoy_25639/seed-2/023622_decoy_25639_decoy_25639_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023622_decoy_25639_decoy_25639/seed-2/vina_run.json
020162_decoy_21811_decoy_21811,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/020162_decoy_21811_decoy_21811.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/020162_decoy_21811_decoy_21811/seed-2/020162_decoy_21811_decoy_21811_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/020162_decoy_21811_decoy_21811/seed-2/vina_run.json
000130_active_0152_active_00152,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/000130_active_0152_active_00152.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000130_active_0152_active_00152/seed-1/000130_active_0152_active_00152_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000130_active_0152_active_00152/seed-1/vina_run.json
000130_active_0152_active_00152,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/000130_active_0152_active_00152.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000130_active_0152_active_00152/seed-2/000130_active_0152_active_00152_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000130_active_0152_active_00152/seed-2/vina_run.json
000130_active_0152_active_00152,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/000130_active_0152_active_00152.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000130_active_0152_active_00152/seed-3/000130_active_0152_active_00152_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000130_active_0152_active_00152/seed-3/vina_run.json
012339_decoy_12887_decoy_12887,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/012339_decoy_12887_decoy_12887.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012339_decoy_12887_decoy_12887/seed-1/012339_decoy_12887_decoy_12887_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012339_decoy_12887_decoy_12887/seed-1/vina_run.json
000111_active_0129_active_00129,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/000111_active_0129_active_00129.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000111_active_0129_active_00129/seed-3/000111_active_0129_active_00129_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000111_active_0129_active_00129/seed-3/vina_run.json
012339_decoy_12887_decoy_12887,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/012339_decoy_12887_decoy_12887.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012339_decoy_12887_decoy_12887/seed-2/012339_decoy_12887_decoy_12887_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012339_decoy_12887_decoy_12887/seed-2/vina_run.json
012339_decoy_12887_decoy_12887,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/012339_decoy_12887_decoy_12887.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012339_decoy_12887_decoy_12887/seed-3/012339_decoy_12887_decoy_12887_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012339_decoy_12887_decoy_12887/seed-3/vina_run.json
013604_decoy_14203_decoy_14203,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/013604_decoy_14203_decoy_14203.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013604_decoy_14203_decoy_14203/seed-2/013604_decoy_14203_decoy_14203_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013604_decoy_14203_decoy_14203/seed-2/vina_run.json
023800_decoy_25854_decoy_25854,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023800_decoy_25854_decoy_25854.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023800_decoy_25854_decoy_25854/seed-2/023800_decoy_25854_decoy_25854_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023800_decoy_25854_decoy_25854/seed-2/vina_run.json
000099_active_0117_active_00117,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/000099_active_0117_active_00117.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000099_active_0117_active_00117/seed-2/000099_active_0117_active_00117_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000099_active_0117_active_00117/seed-2/vina_run.json
017250_decoy_18369_decoy_18369,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/017250_decoy_18369_decoy_18369.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017250_decoy_18369_decoy_18369/seed-1/017250_decoy_18369_decoy_18369_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017250_decoy_18369_decoy_18369/seed-1/vina_run.json
017250_decoy_18369_decoy_18369,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/017250_decoy_18369_decoy_18369.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017250_decoy_18369_decoy_18369/seed-3/017250_decoy_18369_decoy_18369_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017250_decoy_18369_decoy_18369/seed-3/vina_run.json
022816_decoy_24731_decoy_24731,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/022816_decoy_24731_decoy_24731.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022816_decoy_24731_decoy_24731/seed-2/022816_decoy_24731_decoy_24731_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022816_decoy_24731_decoy_24731/seed-2/vina_run.json
022816_decoy_24731_decoy_24731,-10.390,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/022816_decoy_24731_decoy_24731.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022816_decoy_24731_decoy_24731/seed-3/022816_decoy_24731_decoy_24731_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022816_decoy_24731_decoy_24731/seed-3/vina_run.json
006768_decoy_6878_decoy_06878,-10.380,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/006768_decoy_6878_decoy_06878.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006768_decoy_6878_decoy_06878/seed-2/006768_decoy_6878_decoy_06878_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006768_decoy_6878_decoy_06878/seed-2/vina_run.json
010614_decoy_11115_decoy_11115,-10.380,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/010614_decoy_11115_decoy_11115.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010614_decoy_11115_decoy_11115/seed-1/010614_decoy_11115_decoy_11115_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010614_decoy_11115_decoy_11115/seed-1/vina_run.json
010614_decoy_11115_decoy_11115,-10.380,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/010614_decoy_11115_decoy_11115.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010614_decoy_11115_decoy_11115/seed-3/010614_decoy_11115_decoy_11115_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010614_decoy_11115_decoy_11115/seed-3/vina_run.json
017826_decoy_19043_decoy_19043,-10.380,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/017826_decoy_19043_decoy_19043.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017826_decoy_19043_decoy_19043/seed-2/017826_decoy_19043_decoy_19043_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017826_decoy_19043_decoy_19043/seed-2/vina_run.json
021021_decoy_22743_decoy_22743,-10.380,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/021021_decoy_22743_decoy_22743.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021021_decoy_22743_decoy_22743/seed-3/021021_decoy_22743_decoy_22743_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021021_decoy_22743_decoy_22743/seed-3/vina_run.json
005162_decoy_5174_decoy_05174,-10.380,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/005162_decoy_5174_decoy_05174.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005162_decoy_5174_decoy_05174/seed-2/005162_decoy_5174_decoy_05174_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005162_decoy_5174_decoy_05174/seed-2/vina_run.json
